@relation Phishing.Detection-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.instance.Randomize-S42

@attribute protocol {http,https,other}
@attribute FrequentTermsvsRegistrant numeric
@attribute NOofDomainNamecandidatesinHostnameandContent numeric
@attribute NOofDomainNamecandidatesinHostname numeric
@attribute NumericHostname {true,false}
@attribute TitlevsRegistrant numeric
@attribute TitlevsDomainNamecandidatesinHostname numeric
@attribute FrequentTermsvsHostDomain numeric
@attribute CopyrightvsRegistrant numeric
@attribute DomainNamecandidatesinAnchorsvsRegistrant numeric
@attribute phising {true,false}

@data
https,11.905063,3.783169,8.264327,false,94.5469,102.715393,6.101201,-0.616995,18.419881,false
http,9,1,1,false,29,34,10,-1,-1,true
http,13,1,1,false,40,42,15,14,21,true
http,25,1,1,false,42,43,3,-1,-1,true
http,10,1,1,false,25,27,12,-1,-1,true
http,8.526995,13,13,false,71.36975,75.109722,8.02433,3.042753,13.329825,false
http,14,0,0,false,28,33,19,-1,-1,true
https,9.230762,2.20701,4.90477,false,9.130799,18,10.919421,-1,14.867715,false
https,9.518739,2.813858,1.679985,false,25.348983,23.049241,8.86678,8.139857,13.293574,false
http,9,1,1,false,21,37,27,10,-1,true
https,19.752301,0,0,false,31.706078,19.801492,3.203604,-1,-1,false
https,4.996819,1.249824,0.013001,false,10.509958,9.81191,7.408808,1.352709,-1,false
http,23,0,0,false,53,55,11,23,31,true
http,17,0,0,false,31,23,5,-1,-1,true
http,13.983826,24.898437,25.357605,false,51.787544,52.605037,8.225388,14.138701,18.7622,false
https,6,9,9,false,14,14,6,-1,12,false
http,26,0,0,false,26,64,4,-1,-1,true
http,-1,1,1,false,-1,14,9,-1,-1,true
http,-1,0,0,false,-1,30,15,-1,-1,true
http,8,1,1,false,91,102,15,10,11,true
https,18,125.406129,129.181377,false,22.191834,14.582529,9.968008,17.076313,23.393379,false
http,10,1,1,false,34,46,4,-1,17,true
https,22.991219,0.498518,0.922839,false,43.013407,37.43338,6.730851,24.594763,-1,false
http,6,3,1,false,23,4,0,-1,23,true
https,12,28,28,false,32.866419,24.767746,7.884784,13.928387,19.40205,false
https,10.792125,13.067407,14.399087,false,24,29.21333,11.528467,13.116569,16.179238,false
http,11,0,0,false,11,14,14,-1,-1,true
https,10.814465,1.085865,1.241663,false,74.037632,93.615089,11.127358,3.615383,19.909917,false
https,17.655044,0.283832,0.55879,false,17.430615,14.497818,9.176217,-1,-1,false
http,12,1,1,false,31,42,19,-1,19,true
http,-1,1,1,false,-1,31,12,-1,-1,true
http,-1,5,5,false,-1,32,13,-1,-1,true
https,6.608413,12.021799,10.816028,false,22.197473,30.845245,6,5.459229,11.759795,false
https,18,3.363571,4.935113,false,24.633559,14.337991,3.281352,-1,23.192648,false
https,12,28,28,false,27.004815,22.54576,9.268003,13.800473,20.515431,false
https,6.489687,1.287815,1.178963,false,74.007515,84.317154,10.987108,0.421699,17.454714,false
http,12,2,2,false,22,32,18,-1,20,true
http,-1,1,1,false,-1,26,11,-1,-1,true
http,30,0,0,false,30,23,23,-1,-1,true
http,-1,1,1,false,-1,41,15,-1,-1,true
http,10,1,1,false,74,71,10,-1,17,false
https,5.088707,10.153399,9.797205,false,12.282066,18.718327,5.839419,2.039857,10.174031,false
http,27,1,1,false,35,28,3,29,-1,true
http,14,0,0,false,28,33,19,-1,-1,true
https,5,12,11.317507,false,15.408613,26.000972,6,5,11.823909,false
https,16.647625,5.693517,5.119401,false,35.739197,44.075618,12.803311,16.773231,24.684739,false
http,35,1,1,false,71,57,17,37,42,true
http,10,1,1,false,34,37,13,12,13,true
http,11,1,1,false,26,32,17,-1,-1,true
https,6.581487,56.715327,62.396095,false,73.321489,77.01181,7.566407,10.658762,14.85386,false
https,5,11.145598,9.575614,false,12.57187,19.779316,5.577856,5.485837,10.186005,false
http,-1,0,0,false,-1,30,8,-1,-1,true
https,12,0,0,false,34,43,6,-1,-1,false
http,11,5,5,false,16,29,20,13,-1,true
http,-1,1,1,false,-1,37,21,-1,-1,true
http,7,1,1,false,22,29,14,9,14,true
https,24.569665,0,0,false,32.322881,20.785378,3,-1,-1,false
http,8,1,1,false,91,102,15,10,11,true
https,10.493306,1.934412,1.562293,false,25.726072,24.584599,8.939517,9.535559,13.871643,false
https,12.552039,67.927724,66.225861,false,73.183235,73.990983,5.408509,11.642008,15.542959,false
https,5.271293,13.35088,12.226511,false,12.262216,19.626899,6,-0.411544,11.062488,false
http,17,0,0,false,24,2,2,-1,23,true
http,8,0,0,false,54,55,9,-1,-1,true
http,-1,0,0,false,-1,16,3,-1,-1,true
http,29,0,0,false,29,22,22,-1,-1,true
https,10.796059,2.086333,5.516027,false,38.704309,40,4.451448,-1,18.044035,false
http,8,1,1,false,91,98,15,10,11,true
http,14,0,0,false,28,25,11,-1,-1,true
https,4,159,159,false,12,21,6,4,10,false
https,11.267251,10.714453,10.382587,false,21.313697,12.323597,6.025451,-1,17.658475,false
http,12,0,0,false,26,36,18,-1,-1,true
https,12.271306,29.299829,33.723991,false,54.290913,53.165315,9.075142,12.910752,19,false
http,11,1,1,false,27,40,20,-1,-1,true
http,11,5,5,false,16,25,20,13,-1,true
https,5.953041,3.379037,3.350387,false,16.462043,19.83006,9.694658,7.194195,13.123042,false
http,10,0,0,false,18,22,14,-1,-1,true
http,19,0,0,false,19,17,4,-1,-1,true
https,9.267795,21.874005,23.681645,false,20.246425,28.170132,7.168292,12.932183,13.57344,false
http,13,0,0,false,15,45,25,-1,-1,true
http,36.454757,1.068168,2.185805,false,51.51555,34.774949,7.437753,33.239759,44.763851,false
https,6.908114,15.842943,14.211606,false,23.431937,26.728345,5.182017,6.895307,12,false
https,10.203451,30.871531,32.894277,false,48.480047,52.55262,8.691013,12.645323,18.948661,false
http,10,0,0,false,56,73,14,-1,-1,true
http,4,1,1,false,19,48,33,-1,-1,true
http,10.079964,9.766182,9.977001,false,53.340989,54.391967,8.661435,9.267171,13.490868,false
https,5.222131,16.058702,14.239519,false,13.196617,21.722044,5.935199,5.106092,11.615494,false
http,10,1.21845,1.081255,false,55,52,10.943982,-1,17,false
http,16,2,2,false,27,23,8,-1,30,true
https,13.729857,115.603984,109.909287,false,34.524066,36.404255,16.121168,15.516692,20.38855,false
https,17.655044,0.283832,0.55879,false,20.263117,14.455022,7.479353,-1,-1,false
https,9.701952,28,28,false,27.323689,28.615896,8.640431,12.841185,19.480297,false
http,20,20,20,false,94,81,4,-1,24,true
https,13.762563,12.392663,11.427848,false,24.679151,22.40498,6,-1,21.261585,false
https,5,17,14,false,12,21,6,5,11,false
https,12,20,20,false,34,30,6,-1,16,false
http,3,1,1,false,15,23,11,4,-1,true
http,5.753374,3.74533,2.56785,false,74,77.689883,6.977768,-1,11.52868,false
http,0,0,0,false,13,37,24,2,6,true
http,13.216019,11.193374,11.935959,false,58.847644,57.316848,9.652647,1.420542,17.0078,false
http,16.996365,0.524116,0.184008,false,63.197157,56.821284,2.000667,0.320679,-0.311388,false
https,5,12,12,false,22,29,6,5,13,false
https,5,10.650667,9.887544,false,11.448465,18.943462,5.911196,6.314482,10.257588,false
http,5,2,2,false,146,152,13,7,12,true
http,10,1,1,false,46,56,16,12,17,true
https,13.549837,31.863446,31.08834,false,49.147943,53.804028,10.223277,12.68372,19,false
http,10,1,1,false,102,112,16,12,21,true
http,18,1,1,false,38,32,12,-1,-1,true
http,11,1,1,false,31,36,16,-1,-1,true
https,13.850347,5.693978,2.719269,false,26.535556,24.509489,8.762478,14.036644,15.009265,false
https,17.983335,13.63607,13.083227,false,29.095056,26.803145,6,-1,23.69403,false
http,9,0,0,false,0,28,15,-1,-1,true
http,5.037312,67.014623,65.68055,false,82.627512,84.931062,6.263536,5.78377,8.509832,false
https,9.084967,13.013607,11.988823,false,23.044621,26,5,0.733308,12.646112,false
http,7,1,1,false,25,28,13,-1,-1,true
https,8.449029,13.805406,13.191033,false,23.001991,26,5,1.965889,12.104365,false
http,10,1,1,false,55,52,10,-1,17,false
https,16.683841,6.385373,6.874944,false,35.1859,43.034215,14.957368,13.639529,23.663659,false
http,9,0,0,false,23,30,12,-1,-1,true
https,7.05105,141.653327,150.693766,false,26.271355,27.690714,6.404404,11.690775,10.83914,false
https,5.210933,1.63543,2.233171,false,100.301219,110.401355,10.212183,1.121621,15.679622,false
http,16,0,0,false,30,2,2,-1,23,true
http,9,1,1,false,24,38,23,-1,-1,true
http,11.358022,0.809316,1.613217,false,50.948352,47.531936,11.527517,-1,16.244817,false
https,11,13,13,false,21,16,6,-1,17,false
https,8.365385,32.739262,29.420273,false,31.913007,31.230562,10.059809,3.321784,17.263128,false
https,17.675972,32.482521,35.123545,false,22.274843,11.243189,6.14156,7.675554,23.118999,false
http,10.869856,0.809406,1.730702,false,50.949073,47.761441,11.192712,-1,16.997129,false
https,17.588464,0,0,false,21.422521,20.666531,3.205685,-1,-1,false
http,10,1,1,false,15,12,7,-1,16,true
https,11.271944,9.889767,9.968255,false,24.346981,23.581841,5.786563,-1,16.810446,false
http,36.762951,1.046221,1.533152,false,54.412925,34.906732,10.967708,35.550186,45.134093,false
http,8,0,0,false,8,16,3,-1,-1,true
https,7.920911,194.709397,198.433071,false,11.091427,15.270254,7.69216,5.869444,9.202819,false
http,15,0,0,false,33,2,2,-1,23,true
http,0,0,0,false,13,41,24,2,6,true
https,11.73969,13.657051,9.206816,false,27.059487,29.198347,9.869941,13.535742,19.723366,false
http,17,0,0,false,33,29,13,-1,-1,true
http,6,1,1,false,21,44,11,-1,-1,true
http,9.056542,9.139045,7.461958,false,65.673677,67.243315,7.266302,5.026957,12.696448,false
http,17,1,1,false,33,22,10,19,-1,true
http,-1,0,0,false,-1,30,8,-1,-1,true
http,-1,5,5,false,-1,13,4,-1,-1,true
http,18,1,1,false,30,34,22,-1,-1,true
https,22.703668,0.291846,0.722222,false,43.115788,38.073678,8.094064,19.840341,-1,false
https,12,491,491,false,12,12,6,11,18,false
https,10.466977,2.387339,5.019643,false,39.065022,39.943749,4.429349,-1,18.324863,false
http,51,1,1,false,64,35,11,55,50,false
https,11.032403,12.912201,12.352228,false,21.312434,13.74911,6.017532,-1,17.061244,false
https,10.101093,1.905375,4.399764,false,39.593553,37.669842,3.02387,-1,17.915744,false
http,12,1,1,false,23,30,19,-1,19,true
http,8,0,0,false,30,35,9,-1,-1,true
https,7,14,14,false,23,26,5,5,12,false
https,13.234912,55.046482,58.406307,false,66,65.298745,5.314579,13.426968,21.593017,false
https,5.594458,2.739564,1.370626,false,25.102467,24.50148,6.978496,4.056402,11.712254,false
http,10,0,0,false,10,17,13,-1,-1,true
https,11.381575,9.857358,10.751609,false,27.388594,24.085757,5.843605,-1,21.841324,false
https,16.012788,25.097375,25.129494,false,23.958061,10.201717,6,10.290637,26.907423,false
https,12,28,28,false,27.072845,25.330879,7.963411,13.916278,17.898193,false
https,9,1,1,false,74,92,12,-1,19,false
https,6.804825,12.166348,12.115387,false,22.63468,26.457605,5.16857,4.703281,12.347738,false
http,-1,1,1,false,-1,26,11,-1,-1,true
http,-1,0,0,false,-1,25,5,-1,-1,true
http,10,1,1,false,25,36,17,-1,-1,true
http,-1,0,0,false,-1,36,4,-1,-1,true
http,18,0,0,false,35,2,2,-1,26,true
http,14,1,1,false,34,32,12,-1,-1,true
http,8,0,0,false,8,11,11,-1,-1,true
https,10.888793,10.292402,12.846232,false,21.206306,16.043359,5.881293,-1,16.9585,false
http,10,0,0,false,24,33,4,-1,-1,true
https,8.29635,105.390056,102.87457,false,42.240052,36.361758,13.778866,9.955261,18.131579,false
http,21,0,0,false,21,10,10,-1,-1,true
https,18.958035,6.835296,7.989918,false,36.349037,31.069533,6.919089,19.362555,25,false
http,8,0,0,false,8,38,15,-1,-1,true
http,10,2,2,false,20,31,3,-1,18,true
http,-1,0,0,false,-1,28,6,-1,-1,true
http,-1,1,1,false,-1,41,13,-1,-1,true
http,10,1,1,false,28,35,13,-1,-1,true
https,15.600388,6.177363,6.005272,false,35.818474,38.61496,13.657579,12.449845,24.79091,false
http,13,1,1,false,24,31,16,-1,-1,true
http,1,1,1,false,28,44,13,2,-1,true
http,1,1,1,false,37,54,18,3,8,true
https,11.451604,3.362728,5.132534,false,38.791813,37.678955,2.260584,-1,18.485076,false
https,18.849705,8.213808,6.880439,false,26.787319,22.395127,4.743711,15.403267,18.497197,false
https,10.01789,7.510689,6.087508,false,45.061323,52.581671,6.415956,-1,16.656354,false
https,1.206993,34.320853,34.656331,false,28.244281,35.263201,10.341216,-0.13478,12.731341,false
https,18,5,5,false,23,15,4,-1,22,false
https,13,0,0,false,44,39,12,-1,-1,false
http,14,0,0,false,28,25,11,-1,-1,true
http,11,1,1,false,20,27,18,-1,-1,true
https,5.076041,4.043497,4.141595,false,18.483824,21.916713,6.600163,3.886256,12.062346,false
http,5.318318,7.743354,7.958199,false,44.028426,53.331735,6,1.562181,11.495184,false
http,18,1,1,false,45,40,13,19,26,true
http,5,0,0,false,5,13,13,-1,-1,true
https,13.192501,67.903226,65.537887,false,72.531149,73.452086,5.302424,12.932207,16.20028,false
http,17,0,0,false,25,17,2,-1,22,true
https,5,10.671894,9.475801,false,12.357721,19.74713,5.745542,5.365583,10.096108,false
https,9,69,69,false,74,74,7,11,12,false
https,6.892311,55.522105,59.4925,false,72.795404,74.019762,8.927937,11.202054,15.249854,false
https,17.048682,2.928413,5.308079,false,30.974236,30.384203,6.342806,14.977072,17.602515,false
http,10.947467,4.281885,5.695445,false,67.370524,74.698337,6,1.877553,11.860321,false
https,47.285534,112.049937,117.355941,false,35.332879,37.898993,8.142457,22.500331,34.51199,false
http,10,2,2,false,51,48,11,-1,17,false
http,8,1,1,false,17,30,17,-1,15,true
https,9.748132,2.539555,1.307864,false,25.416011,23.092716,8.90289,10.119756,13.667881,false
http,6,1,1,false,21,43,11,7,-1,true
http,6,1,1,false,21,51,11,-1,-1,true
http,11,1,1,false,26,36,17,-1,-1,true
http,11,0,0,false,25,25,11,-1,-1,true
http,28,3,3,false,39,22,6,-1,38,false
http,8.925257,11.553263,8.845756,false,67.328832,72.992446,7.780774,5.455041,13.641864,false
http,8,2,2,false,18,31,17,-1,16,true
http,10,5,5,false,25,23,8,-1,-1,true
http,-1,0,0,false,-1,37,10,-1,-1,true
http,5,2,2,false,146,148,13,7,12,true
http,5.449681,1.789059,2.985788,false,74,76.95027,6.554584,-1,11.235536,false
http,10,1.635336,1.849625,false,52.713843,48.163635,10.739428,-1,17,false
http,9,1,1,false,71,76,14,-1,15,true
http,-1,0,0,false,-1,29,7,-1,-1,true
http,6.616152,1.027964,1.07235,false,74,75.927227,9.691088,-1,12.166092,false
http,8,0,0,false,36,6,2,-1,16,true
http,7,1,1,false,83,94,18,-1,17,true
http,18,1,1,false,32,28,14,20,25,true
https,7.73115,69.337474,69.124551,false,71.526544,76.008781,6.591114,11.220126,12.558763,false
http,10,0,0,false,13,10,7,-1,14,true
http,10.452481,7.909665,6.840904,false,52.149528,53.227175,6.965916,3.274344,16.81494,false
http,21,0,0,false,41,39,9,23,31,true
http,16,0,0,false,30,31,13,-1,-1,true
http,-1,1,1,false,-1,60,9,-1,-1,true
http,8,0,0,false,22,26,12,-1,-1,true
http,11,1,1,false,26,30,11,-1,-1,true
http,13.319156,11.09605,11.05046,false,60.158046,56.545047,9.799114,0.45051,18.31026,false
https,12,28,28,false,27.04084,23.180216,7.673777,13.890631,20.078583,false
https,10,1.831915,3.870022,false,40.223451,34.649835,2.518345,-1,17.910646,false
http,7,1,1,false,27,42,22,-1,-1,true
http,7,1,1,false,16,25,4,-1,-1,true
http,1,1,1,false,28,44,13,2,-1,true
https,13.777681,31.899505,31.936787,false,49.212954,56.558523,8.858665,12.08913,19,false
http,11,0,0,false,42,47,16,-1,-1,true
http,51,1,1,false,64,35,11,55,50,false
https,20,3,3,false,27,25,8,-1,32,false
https,6.994621,3.661858,2.030673,false,22.727515,22.665055,6,1.402324,12.181381,false
https,19,8,8,false,36,31,6,21,25,false
https,11.009392,33.319246,35.509847,false,48.040342,56.015765,10.108341,11.477601,19,false
http,18,2,2,false,28,25,15,-1,26,true
http,-1,0,0,false,-1,46,4,-1,-1,true
http,18,0,0,false,18,79,7,-1,-1,true
http,17,0,0,false,17,24,14,-1,-1,true
https,17.66087,1.597619,4.24083,false,24.065583,12.760685,2.305997,-1,25.239733,false
https,15.393748,19.659697,18.287304,false,34.059432,29.986076,6,-1,16.838799,false
http,36,0,0,false,36,10,10,-1,-1,true
http,16,0,0,true,57,54,5,-1,-1,true
https,7.311252,10.228583,10.236257,false,23.833856,30.98122,5.842583,4.998499,13.340611,false
https,16.678699,123.512157,126.58877,false,21.875437,15.3761,11.576858,3.921066,22.60969,false
http,18,1,1,false,21,20,17,-1,26,true
http,21,0,0,false,35,40,5,-1,-1,true
https,10.56837,2.27095,0.488307,false,34.171166,37.114034,8.325073,-1,16.218135,false
https,11.275263,2.936642,5.953154,false,38.426104,40,3.0016,-1,18.543066,false
https,7.783004,161.208989,158.735679,false,14.470738,20.865428,6.00351,4.593651,13.031348,false
https,18.036824,41.621385,30.870085,false,22.898534,12.469922,6.399027,11.990674,27,false
https,10,6,6,false,13,18,9,-1,11,false
http,18,1,1,false,32,28,14,20,25,true
https,10,35,35,false,33,36,12,-1,13,false
http,10,0,0,false,10,20,16,-1,-1,true
http,18,0,0,false,35,6,2,-1,26,true
http,10,1.616705,1.577257,false,55,52,10.973614,-1,17,false
http,-1,1,1,false,-1,29,4,-1,-1,true
http,13.371888,10.154754,10.045686,false,53.495417,54.17354,10.366807,4.229793,17.100267,false
https,20,3,3,false,37,34,6,20,25,false
https,17.413509,2.992009,4.521996,false,21.160479,13.422772,4.866179,-1,25.332179,false
https,9.206035,68.548776,65.86215,false,73.71822,69.87578,6.650376,14.152272,20.240716,false
http,14,1,1,false,34,32,12,-1,-1,true
https,10,5.586391,8.152991,false,25.314142,31.138258,8.318296,-1,16.917579,false
https,5.30687,3.273154,3.091564,false,10.24169,16.264395,6.787843,-1,9.77114,false
http,18,1,1,false,29,50,24,-1,-1,true
https,2.63819,3.491992,3.61743,false,-0.161967,17.12342,6.38792,-1,-1,false
http,10,0,0,false,10,21,17,-1,-1,true
https,10,4.413609,1.847009,false,38.123905,33.148989,9.659148,-1,17,false
http,13,1,1,false,40,42,15,14,21,true
http,18,0,0,false,35,6,2,-1,26,true
https,11.314637,3.457887,1.842521,false,33.289419,36.160227,8.679352,-1,15.987382,false
https,9.330767,6.224802,7.217611,false,25.143437,28.309245,6.778579,-1,16.688355,false
http,6,1,1,false,21,46,11,7,-1,true
https,16.830738,5.041683,5.415276,false,21.285699,15.313242,5.448936,-1,23.946207,false
https,6.397282,3.617408,8.969747,false,94.709645,107.72157,6.039333,-1,16.169197,false
http,11,0,0,false,27,25,9,-1,-1,true
http,5,68,67,false,74,81,6,5,11,false
http,9,1,1,false,43,49,11,11,16,true
http,-1,1,1,false,-1,36,4,-1,-1,true
https,16.90257,1.689694,1.654381,false,14.549245,17.55551,8.794315,-1,5.986741,false
http,11,0,0,false,25,32,14,-1,-1,true
https,17.209463,5.267351,5.087315,false,23.627111,14.74657,12.785974,-1,21.422554,false
https,5.261038,5.355558,6.186053,false,22.964157,23.177536,5.930384,3.964749,12.075802,false
https,8.701672,68.476832,66.948749,false,73.958957,77.514283,6.561015,8.209744,11.916625,false
http,9,0,0,false,9,23,3,-1,-1,true
https,10,5.358126,6.375053,false,25.947642,31.451468,9.94922,-1,16.931207,false
http,10,1.275024,1.514613,false,54.775791,51.594743,10.795904,-1,17,false
https,7.644027,11.067892,10.566212,false,22.542731,26.028052,5.008641,1.692047,13.433593,false
http,12,1,1,false,17,18,13,-1,18,true
https,15,45,45,false,21,21,6,-1,21,false
https,11,1,1,false,26,26,9,12,14,false
http,7,0,0,false,21,49,19,-1,-1,true
http,10,1.849402,1.813265,false,53.048818,48.071069,10.529282,-1,17,false
